brand,model,release_year,release_month,website_views,website_likes,display_size,display_pixel_width,display_pixel_height,camera_megapixels,video_pixels,memory_gb_size,ram_gb_size,battery_mah_size,network_types,dimension_height,dimension_width,dimension_thickness,os,chipset,cpu,gpu,memory_slot,loudspeaker,audiojack,wifi,bluetooth,gps,radio,price
Infinix,Hot 4,2016,July,"142,048",1,5.5,720,1280,8,1080p,16GB,1GB,4000,GSM / HSPA,152.6,76.2,8.6,Android 6.0 (Marshmallow),Mediatek MT6580,Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,Yes,Yes,Wi-Fi,4.0,Yes,FM,
Infinix,Hot 4 Pro,2016,August,"95,328",2,5.5,720,1280,13,1080p,16GB,2GB,4000,GSM / HSPA / LTE,152.6,76.2,8.6,Android 6.0 (Marshmallow),Mediatek MT6737W (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali,microSDHC,Yes,Yes,Wi-Fi,4.0,Yes,FM,
Infinix,S2 Pro,2017,,"59,774",1,5.2,720,1280,13,1080p,16GB,2GB,3000,GSM / HSPA / LTE,148.9,72.1,8.1,Android 7.0 (Nougat),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,
Huawei,Mate 30 RS Porsche Design,2019,September,"442,956",102,6.53,1176,2400,40,2160p,512GB,12GB,4500,GSM / HSPA / LTE / 5G,158.1,73.1,9.3,"Android 10, EMUI 10",Kirin 990 5G (7 nm+),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),Mali-G76 MP16,NM,Yes,No,Wi-Fi,5.1,Yes,No,1700
Huawei,Enjoy 10,2019,October,"287,476",25,6.39,720,1560,48,1080p,64GB,4GB,4000,GSM / CDMA / HSPA / EVDO / LTE,159.8,76.1,8.1,"Android 9.0 (Pie), EMUI 9.1",Kirin 710F (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,microSDXC,Yes,Yes,Wi-Fi,5.0,Yes,FM,150
Huawei,Mate 30 Pro,2019,September,"1,921,312",327,6.53,1176,2400,40,2160p,128GB,8GB,4500,GSM / HSPA / LTE,158.1,73.1,8.8,"Android 10, EMUI 10",Kirin 990 (7 nm),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55),Mali-G76 MP16,NM,Yes,No,Wi-Fi,5.1,Yes,No,
Huawei,Enjoy 10s,2019,October,"195,508",21,6.3,1080,2400,48,1080p,64GB,6GB,4000,GSM / CDMA / HSPA / LTE,157.4,73.2,7.8,"Android 9.0 (Pie), EMUI 9.1",Kirin 710F (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,NM,Yes,Yes,Wi-Fi,5.0,Yes,FM,200
Huawei,nova 5z,2019,October,"534,446",70,6.26,1080,2340,48,2160p,64GB,6GB,4000,GSM / CDMA / HSPA / LTE,156.1,73.9,8.3,"Android 9.0 (Pie), EMUI 9.1",Kirin 810 (7 nm),Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),Mali-G52 MP6,NM,Yes,Yes,Wi-Fi,5.0,Yes,FM,200
Huawei,Y9s,2019,November,"1,577,759",100,6.59,1080,2340,48,1080p,128GB,6GB,4000,GSM / HSPA / LTE,163.1,77.2,8.8,"Android 9.0 (Pie), EMUI 9.1",Kirin 710F (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,
Huawei,Mate X,2019,February,"1,517,568",264,8.0,2200,2480,40,2160p,512GB,8GB,4500,GSM / HSPA / LTE / 5G,"Unfolded:,Folded:","146.2,78.3","5.4,11","Android 9.0 (Pie), EMUI 9.1",Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,NM,Yes,No,Wi-Fi,5.0,Yes,No,2150
Huawei,MatePad Pro,2019,November,"411,611",79,10.8,2560,1600,13,2160p,128GB,6GB,7250,GSM / HSPA / LTE,246,159,7.2,"Android 10, EMUI 10, no Google Play Services",Kirin 990 (7 nm+),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55),Mali-G76 MP16,NM,Yes,No,Wi-Fi,5.1,Yes,No,450
Huawei,nova 6 SE,2019,December,"474,547",47,6.4,1080,2310,48,1080p,128GB,8GB,4200,GSM / CDMA / HSPA / LTE,159.2,76.3,8.7,"Android 10, EMUI 10, no Google Play Services",Kirin 810 (7 nm),Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),Mali-G52 MP6,NM,Yes,Yes,Wi-Fi,5.0,Yes,Unspecified,280
Huawei,nova 6,2019,December,"652,143",70,6.57,1080,2400,40,2160p,128GB,8GB,4100,GSM / HSPA / LTE,162.6,75.7,8.6,"Android 10, EMUI 10, no Google Play Services",Kirin 990 (7 nm),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55),Mali-G76 MP16,No,Yes,Yes,Wi-Fi,5.1,Yes,No,
Huawei,P smart Pro 2019,2019,December,"534,218",41,6.59,1080,2340,48,1080p,128GB,6GB,4000,GSM / HSPA / LTE,163.1,77.2,8.8,"Android 9.0 (Pie), EMUI 9.1",Kirin 710F (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,290
Huawei,Y6s (2019),2020,January,"549,797",18,6.09,720,1560,13,1080p,32GB,3GB,3020,GSM / HSPA / LTE,156.3,73.5,,"Android 9.0 (Pie), EMUI 9.1",Mediatek MT6765 Helio P35 (12nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,
Huawei,Y7p,2020,February,"697,325",28,6.39,720,1560,48,1080p,64GB,4GB,4000,GSM / HSPA / LTE,159.8,76.1,8.1,"Android 9.0 (Pie), EMUI 9, no Google Play Services",Kirin 710F (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,microSDXC,Yes,Yes,Wi-Fi,5.0,Yes,FM,140
Huawei,nova 6 5G,2019,December,"468,738",59,6.57,1080,2400,40,2160p,128GB,8GB,4200,GSM / HSPA / LTE / 5G,162.7,75.8,,"Android 10, EMUI 10",Kirin 990 (7 nm),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55),Mali-G76 MP16,No,Yes,Yes,Wi-Fi,5.1,Yes,No,
Huawei,nova 7i,2020,January,"1,828,344",99,6.4,1080,2310,48,1080p,128GB,8GB,4200,GSM / CDMA / HSPA / LTE,159.2,76.3,8.7,"Android 10, EMUI 10, no Google Play Services",Kirin 810 (7 nm),Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),Mali-G52 MP6,NM,Yes,Yes,Wi-Fi,5.1,Yes,Unspecified,240
Huawei,P30 lite New Edition,2020,January,"492,459",25,6.15,1080,2312,48,1080p,256GB,6GB,3340,GSM / HSPA / LTE,152.9,72.7,7.4,"Android 9.0 (Pie), EMUI 9.1",Kirin 710 (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,
Huawei,MatePad Pro 5G,2020,February,"154,486",37,10.8,2560,1600,13,2160p,128GB,6GB,7250,GSM / HSPA / LTE / 5G,246,159,7.2,"Android 10, EMUI 10, no Google Play Services",Kirin 990 5G (7 nm+),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),Mali-G76 MP16,NM,Yes,No,Wi-Fi,5.1,Yes,No,550
Huawei,P40 lite,2020,February,"1,052,203",76,6.4,1080,2310,48,1080p,128GB,6GB,4200,GSM / HSPA / LTE,159.2,76.3,8.7,"Android 10, EMUI 10, no Google Play Services",Kirin 810 (7 nm),Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),Mali-G52 MP6,NM,Yes,Yes,Wi-Fi,5.0,Yes,Unspecified,
HP,iPAQ hw6510,2005,,"307,894",8,3.0,240,240,,No video recorder,64MB,64MB,1200,GSM,118,71,18,Microsoft Windows Mobile 2003 SE PocketPC Phone Edition,,Intel PXA270 312 MHz,,SDIO,No,No,No,1.2,Yes,No,280
HP,iPAQ hw6515,2005,,"548,631",14,3.0,240,240,1,Video recorder,64MB,64MB,1200,GSM,118,71,18,Microsoft Windows Mobile 2003 SE PocketPC Phone Edition,,Intel PXA270 312 MHz,,SDIO,Yes,No,No,1.2,Yes,No,280
HP,iPAQ hw6910,2006,February,"259,787",9,,240,240,,No video recorder,64MB,64MB,1200,GSM,118,71,18,Microsoft Windows Mobile 2005 PocketPC,,Intel PXA 270 416 MHz,,miniSD,Wi,No,Wi-Fi,1.2,Yes,No,470
HP,iPAQ hw6915,2006,February,"714,053",11,,240,240,1,Video recorder,64MB,64MB,1200,GSM,118,71,18,Microsoft Windows Mobile 2005 PocketPC,,Intel PXA 270 416 MHz,,miniSD,Yes,No,Wi-Fi,1.2,Yes,No,550
HP,iPAQ rw6818,2006,,"363,529",9,2.7,240,320,2,Video recorder,64MB,64MB,1530,GSM,102,58,19.5,Microsoft Windows Mobile 5.0 PocketPC,,Intel PXA 272 416 MHz,,miniSD,Yes,No,No,1.2,No,FM,290
HP,iPAQ rw6828,2006,,"780,324",13,2.7,240,320,2,Video recorder,64MB,64MB,1530,GSM,102,58,19.5,Microsoft Windows Mobile 5.0 PocketPC,,Intel PXA 272 416 MHz,,miniSD,Yes,No,Wi-Fi,1.2,No,FM,290
HP,iPAQ rw6815,2006,October,"623,249",13,2.7,240,320,2,Video recorder,64MB,64MB,1530,GSM,102,58,19.5,Microsoft Windows Mobile 5.0 PocketPC,,Intel PXA272 416 MHz,,miniSD,Yes,No,Wi-Fi,1.2,No,No,150
HP,iPAQ 514,2007,February,"649,607",12,2.0,176,220,1,Video recorder,64MB,64MB,1100,GSM,107,48.6,16.3,Microsoft Windows Mobile 6.0 Standard,TI OMAP 850,200 MHz ARM926EJ-S,,microSD,Yes,No,Wi-Fi,1.2,No,No,90
HP,iPAQ 610c,2007,September,"809,954",12,2.8,240,320,3,144p,128MB,128MB,1590,GSM / HSPA,117,60.3,17.5,Microsoft Windows Mobile 6 Professional,,Marvell PXA270 520 MHz,,microSD,Yes,No,Wi-Fi,2.0,Yes,No,170
HP,iPAQ 910c,2007,September,"833,051",13,2.46,240,320,3,144p,128MB,128MB,1840,GSM / HSPA,113,64,16,Microsoft Windows Mobile 6.1 Professional,,Marvell PXA270 416 MHz,,microSD,Yes,No,Wi-Fi,2.0,Yes,No,210
HP,iPAQ Data Messenger,2008,October,"492,997",12,2.81,240,320,3,Video recorder,128MB,128MB,1140,GSM / HSPA,114,57,17.4,Microsoft Windows Mobile 6.1 Professional,Qualcomm MSM7201A,528 MHz ARM 11,Adreno 130,microSDHC,Yes,No,Wi-Fi,2.0,Yes,No,150
HP,iPAQ Voice Messenger,2008,October,"489,732",8,2.4,240,320,3,Video recorder,128MB,128MB,1260,GSM / HSPA,114,50,13.6,Microsoft Windows Mobile 6.1 Standard,Qualcomm MSM7201A,528 MHz ARM 11,Adreno 130,microSDHC,Yes,No,Wi-Fi,2.0,Yes,No,80
Huawei,Mate Xs,2020,February,"278,515",92,8.0,2200,2480,40,2160p,512GB,8GB,4500,GSM / HSPA / LTE / 5G,"Unfolded:,Folded:","146.2,78.5","5.4,11","Android 10, EMUI 10, no Google Play Services",Kirin 990 5G (7 nm+),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),Mali-G76 MP16,NM,Yes,No,Wi-Fi,5.0,Yes,No,
HP,iPAQ Glisten,2009,November,"493,627",11,2.5,320,240,3,Video recorder,256MB,256MB,,GSM / HSPA,112.8,62.8,13.4,Microsoft Windows Mobile 6.5 Professional,Qualcomm MSM7200,528 MHz ARM 11,Adreno 130,microSDHC,Yes,Yes,Wi-Fi,2.0,Yes,No,140
HP,TouchPad,2011,February,"929,052",18,9.7,768,1024,1,No video recorder,16GB,1GB,6300,No cellular connectivity,240,190,13.7,HP webOS 3.0,Qualcomm APQ8060 Snapdragon S3,Dual-core 1.2 GHz Scorpion,Adreno 220,No,Yes,Yes,Wi-Fi,2.1,No,No,280
Huawei,Mate 30 Pro 5G,2019,September,"1,063,553",245,6.53,1176,2400,40,2160p,128GB,8GB,4500,GSM / HSPA / LTE / 5G,158.1,73.1,8.8,"Android 10, EMUI 10",Kirin 990 5G (7 nm+),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),Mali-G76 MP16,NM,Yes,No,Wi-Fi,5.1,Yes,No,
HP,Pre 3,2011,February,"470,496",23,3.58,480,800,5,720p,8GB,512MB,1230,GSM / HSPA,111,64,16,HP webOS 2.2,Qualcomm MSM8255 Snapdragon S2,1.4 GHz Scorpion,Adreno 205,No,Yes,Yes,Wi-Fi,2.1,Yes,No,350
HP,Pre 3 CDMA,2011,February,"184,037",9,3.58,480,800,5,720p,8GB,512MB,1230,GSM / CDMA / HSPA / EVDO,111,64,16,HP webOS 2.2,Qualcomm MSM8655 Snapdragon S2,1.4 GHz Scorpion,Adreno 205,No,Yes,Yes,Wi-Fi,2.1,Yes,No,
HP,Veer,2011,February,"446,852",23,2.6,320,400,5,Video recorder,8GB,,910,GSM / HSPA,84,54.5,15.1,HP webOS 2.2,Qualcomm MSM7230,800 MHz Scorpion,Adreno 205,No,Yes,Yes,Wi-Fi,2.1,Yes,No,320
HTC,One M9s,2015,November,"1,255,929",50,5.0,1080,1920,13,1080p,16GB,2GB,2840,GSM / HSPA / LTE,144.6,69.7,9.6,"Android 5.1 (Lollipop), Sense UI 7",Mediatek MT6795 Helio X10 (28 nm),Octa-core 2.2 GHz Cortex-A53,PowerVR G6200,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,270
HTC,One X9,2015,December,"3,644,107",259,5.5,1080,1920,13,2160p,32GB,3GB,3000,GSM / HSPA / LTE,153.9,75.9,,Android 6.0 (Marshmallow),Mediatek MT6795 Helio X10 (28 nm),Octa-core 2.2 GHz Cortex-A53,PowerVR G6200,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,300
HTC,Desire 625,2016,August,"318,179",8,5.0,720,1280,5,720p,8GB,5GB,2000,GSM / HSPA / LTE,147.3,71.1,8.4,"Android 5.1 (Lollipop), Sense UI",Qualcomm MSM8909 Snapdragon 210 (28 nm),Quad-core 1.1 GHz Cortex-A7,Adreno 304,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,FM,70
HTC,Desire 530,2016,February,"2,157,869",66,5.0,720,1280,8,720p,16GB,5GB,2200,GSM / HSPA / LTE,146.9,70.9,8.3,Android 6.0 (Marshmallow),Qualcomm MSM8909 Snapdragon 210 (28 nm),Quad-core 1.1 GHz Cortex-A7,Adreno 304,microSDXC,Yes,Yes,"Wi-Fi,Wi-Fi",4.1,Yes,FM,170
HTC,Desire 630,2016,February,"1,849,352",50,5.0,720,1280,13,1080p,16GB,2GB,2200,GSM / CDMA / HSPA / LTE,146.9,70.9,8.3,Android 6.0 (Marshmallow),Qualcomm Snapdragon 400 (28 nm),Quad-core 1.6 GHz Cortex-A7,Adreno 305,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,190
HTC,Desire 825,2016,February,"1,434,477",77,5.5,720,1280,13,1080p,16GB,2GB,2700,GSM / HSPA / LTE,156.9,76.9,7.4,Android 6.0 (Marshmallow),Qualcomm Snapdragon 400 (28 nm),Quad-core 1.6 GHz Cortex-A7,Adreno 305,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,240
HTC,10,2016,April,"11,203,508",1700,5.2,1440,2560,12,2160p,32GB,4GB,3000,GSM / HSPA / LTE,145.9,71.9,,"Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo), Sense UI",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,No,300
HTC,10 Lifestyle,2016,April,"1,033,034",138,5.2,1440,2560,12,2160p,32GB,3GB,3000,GSM / HSPA / LTE,145.9,71.9,,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat), Sense UI",Qualcomm MSM8976 Snapdragon 652 (28 nm),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.2 GHz Cortex-A53),Adreno 510,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,No,250
HTC,One S9,2016,April,"822,082",70,5.0,1080,1920,13,1080p,16GB,2GB,2840,GSM / HSPA / LTE,144.6,69.7,10.1,"Android 6.0 (Marshmallow), Sense UI",Mediatek MT6795 Helio X10 (28 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR G6200,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,210
HTC,Desire 830,2016,May,"1,406,555",81,5.5,1080,1920,13,1080p,32GB,3GB,2800,GSM / HSPA / LTE,157.5,78.9,7.8,Android 6.0 (Marshmallow),Mediatek MT6795 Helio X10 (28 nm),Octa-core 1.5 GHz Cortex-A53,PowerVR G6200,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,200
HTC,One M9 Prime Camera,2016,May,"1,009,303",34,5.0,1080,1920,13,1080p,16GB,2GB,2840,GSM / HSPA / LTE,144.6,69.7,9.6,"Android 5 (Lollipop), Sense UI 7",Mediatek MT6795T Helio X10 (28 nm),Octa-core 2.2 GHz Cortex-A53,PowerVR G6200,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,Stereo,250
HTC,Desire 628,2016,May,"3,269,289",73,5.0,720,1280,13,1080p,32GB,3GB,2200,GSM / HSPA / LTE,146.9,70.9,8.1,"Android 5.1 (Lollipop), Sense 7 UI",Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,200
HTC,Desire 10 Lifestyle,2016,September,"1,429,397",56,5.5,720,1280,13,1080p,32GB,3GB,2700,GSM / HSPA / LTE,156.9,76.9,7.7,Android 6.0 (Marshmallow),Qualcomm MSM8928 Snapdragon 400 (28 nm),Quad-core 1.4 GHz Cortex-A7,Adreno 305,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,200
HTC,Desire 728 Ultra,2016,August,"409,020",17,5.5,720,1280,13,1080p,32GB,3GB,2800,GSM / CDMA / HSPA / EVDO / LTE,157.9,77.8,7.9,"Android 5.1.1 (Lollipop), Sense UI",Mediatek MT6753 (28 nm),Octa-core 1.5 GHz Cortex-A53,Mali-T720MP3,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,220
HTC,One A9s,2016,September,"1,049,592",54,5.0,720,1280,13,1080p,16GB,2GB,2300,GSM / HSPA / LTE,146.5,71.5,,"Android 6.0 (Marshmallow), Sense UI",Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,150
HTC,Desire 10 Compact,2017,,"201,868",11,5.0,720,1280,13,1080p,32GB,3GB,3300,GSM / HSPA / LTE,148.6,72,7.5,Android 6.0 (Marshmallow),Mediatek MT6737T (28 nm),Quad-core 1.5 GHz Cortex-A7,Mali-T720,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,150
HTC,Desire 10 Pro,2016,September,"5,141,055",257,5.5,1080,1920,20,1080p,64GB,4GB,3000,GSM / HSPA / LTE,156.5,76,7.9,Android 6.0 (Marshmallow),Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,260
HTC,10 evo,2016,November,"1,872,648",155,5.5,1440,2560,16,2160p,32GB,3GB,3200,GSM / HSPA / LTE,153.6,77.3,8.1,Android 7.0 (Nougat),Qualcomm MSM8994 Snapdragon 810 (20 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Adreno 430,microSDXC,Yes,No,Wi-Fi,4.1,Yes,No,230
HTC,Desire 650,2016,November,"997,277",35,5.0,720,1280,13,1080p,16GB,2GB,2200,GSM / HSPA / LTE,146.9,70.9,8.4,"Android 6.0 (Marshmallow), Sense UI",Qualcomm MSM8928 Snapdragon 400 (28 nm),Quad-core 1.6 GHz Cortex-A7,Adreno 305,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,170
HTC,U Play,2017,January,"1,489,637",88,5.2,1080,1920,16,1080p,32GB,3GB,2500,GSM / HSPA / LTE,146,72.9,,Android 6.0 (Marshmallow),Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.1 GHz Cortex-A53),Mali-T860MP2,microSDXC,Yes,No,Wi-Fi,4.2,Yes,No,150
i-mobile,201,2008,May,"67,128",6,1.5,128,128,,Video recorder,,,750,GSM,106,45,15.5,,,,,microSD,No,No,No,No,No,FM,
i-mobile,202,2008,November,"60,273",6,1.8,128,160,,No video recorder,,,750,GSM,105,44,14.5,,,,,microSD,No,No,No,No,No,FM,
i-mobile,315,2007,November,"69,508",7,1.5,128,128,,No video recorder,,,720,GSM,98,46.3,15.1,,,,,microSD,No,No,No,No,No,FM,
i-mobile,318,2008,March,"90,780",7,1.8,176,220,,Video recorder,120MB,,700,GSM,107,45,14.8,,,,,microSD,No,No,No,1.2,No,FM,
i-mobile,510,2006,April,"67,981",6,,128,160,,Video recorder,64MB,,720,GSM,99,44,15,,,,,microSD,No,No,No,No,No,FM,
i-mobile,518,2007,December,"83,589",7,2.0,240,320,2,Video recorder,88MB,,1000,GSM,105.5,49,16.5,,,,,microSD,No,No,No,2.0,No,FM,
i-mobile,520,2007,December,"94,193",7,1.76,176,220,1,Video recorder,56MB,,750,GSM,104,46,12.4,,,,,microSD,No,No,No,2.0,No,FM,
i-mobile,613,2007,December,"97,760",7,2.2,240,320,3,Video recorder,87MB,,1000,GSM,113,50,18,,,,,microSD,No,No,No,1.2,No,FM,
i-mobile,903,2007,May,"63,605",6,2.0,240,320,2,Video recorder,64MB,,850,GSM,106,47,17,,,,,microSD,No,No,No,2.0,No,FM,
i-mobile,625,2008,May,"119,510",9,2.0,240,320,3,Video recorder,60MB,,830,GSM,105,47,13,,,,,microSD,No,No,No,2.0,No,FM,
i-mobile,902,2007,October,"108,073",8,2.0,240,320,5,480p,128MB,,1100,GSM,102,48,17.5,,,,,microSD,No,No,No,2.0,No,Stereo,
i-mobile,TV 626,2008,July,"116,624",8,2.4,240,320,3,Video recorder,87MB,,1000,GSM,113.9,50,15.5,,,,,microSD,No,No,No,1.2,No,FM,
i-mobile,319,2008,September,"63,261",6,1.67,128,160,,Video recorder,50MB,,830,GSM,96,44,13.9,,,,,microSD,No,No,No,1.2,No,FM,
i-mobile,320,2008,October,"59,731",4,2.2,240,320,,Video recorder,,,750,GSM,112,49,12.8,,,,,microSD,No,No,No,Yes,No,FM,
i-mobile,522,2008,October,"93,654",7,2.2,240,320,,No video recorder,120MB,,1000,GSM,111,49,14.5,,,,,microSD,No,No,No,1.2,No,FM,
i-mobile,TV 523,2008,October,"96,792",8,2.2,240,320,,Video recorder,,,1000,GSM,110,49,14.5,,,,,microSD,No,No,No,1.2,No,FM,
i-mate,Pocket PC,2004,,"512,457",11,3.5,240,320,,Video recorder,64MB,64MB,1200,GSM,130,70,18,Microsoft Windows Mobile 2003 PocketPC,,Intel PXA263 400 MHz,,SDIO,Yes,No,No,Yes,No,No,
i-mate,Smartphone2,2004,,"158,155",7,2.2,176,220,,No video recorder,32MB,32MB,1000,GSM,120.4,50.1,24.4,Microsoft Smartphone 2003 OS,TI OMAP 710,133 MHz  ARM925,,SDIO,Yes,No,No,Yes,No,No,
i-mate,SP3i,2004,,"289,865",9,2.2,176,220,,Video recorder,32MB,32MB,1050,GSM,107.5,44.5,18,Microsoft Windows Mobile 2003 SE Smartphone,TI OMAP 730,200 MHz ARM926EJ-S,,MiniSD,Yes,No,No,1.1,No,No,
i-mate,PDA2k,2004,,"445,970",10,3.5,240,320,,Video recorder,128MB,128MB,1050,GSM,125,71.6,18.7,Microsoft Windows Mobile 2003 SE PocketPC,,Intel PXA263 400 MHz,,SDIO,Yes,No,Wi-Fi,1.1,No,No,
i-mate,PDA2,2004,,"328,639",11,3.5,240,320,1,Video recorder,128MB,128MB,1300,GSM,130,69,19,Microsoft Windows Mobile 2003 SE PocketPC,,Intel XScale PXA272 520 MHz,,MMC,Yes,No,Wi-Fi,v.1,No,No,
i-mate,JAM,2004,,"778,026",9,2.8,240,320,1,Video recorder,64MB,64MB,1200,GSM,108,58,18,Microsoft Windows Mobile 2003 SE PocketPC,,Intel PXA272 416 MHz,,SDIO,Yes,No,No,Yes,No,No,260
i-mate,JAM Black,2005,,"323,131",9,2.8,240,320,1,Video recorder,128MB,128MB,1200,GSM,108,58,18,Microsoft Windows Mobile 2003 SE PocketPC,,Intel Bulverde 416 MHz,,SDIO,Yes,No,No,1.2,No,No,270
i-mate,SP4m,2005,September,"138,112",8,2.2,240,320,1,Video recorder,64MB,64MB,1150,GSM,109,48,19,Microsoft Windows Mobile 5.0 Smartphone,TI OMAP 850,200 MHz ARM926EJ-S,,miniSD,Yes,No,No,1.2,No,No,130
i-mate,SP5m,2005,August,"263,069",8,2.2,240,320,1,Video recorder,64MB,64MB,1050,GSM,107.5,46.2,17.5,Microsoft Windows Mobile 5.0 Smartphone,TI OMAP 730,200 MHz ARM926EJ-S,,MiniSD,Yes,No,Wi-Fi,1.1,No,No,150
i-mate,SP5,2005,August,"368,021",9,2.2,240,320,1,Video recorder,64MB,64MB,1050,GSM,107.5,46.2,17.5,Microsoft Windows Mobile 5.0 Smartphone,TI OMAP 850,200 MHz ARM926EJ-S,,MiniSD,Yes,No,Wi-Fi,1.1,No,No,150
i-mate,K-JAM,2005,September,"905,911",9,2.8,240,320,1,Video recorder,64MB,64MB,1250,GSM,108,58,23.7,Microsoft Windows Mobile 5.0 PocketPC,TI OMAP 850,200 MHz ARM926EJ-S,,miniSD,Yes,No,Wi-Fi,2.0,No,No,280
i-mate,JASJAR,2005,August,"1,116,688",17,3.6,640,480,1,Video recorder,64MB,64MB,1620,GSM / UMTS,127.7,81,25,Microsoft Windows Mobile 5.0 PocketPC,,Intel Bulverde 520 MHz,,SDIO,Yes,Yes,Wi-Fi,Yes,No,No,260
Icemobile,Prime,2012,,"120,779",7,5.2,480,800,5,Video recorder,512MB,512MB,2200,GSM / HSPA,-,,,Android 2.3 (Gingerbread),Mediatek MT6573 (65 nm),650 MHz Cortex-A9,PowerVR SGX531,microSDHC,No,Yes,Wi-Fi,2.0,Yes,Stereo,
Icemobile,Acqua,2012,April,"76,604",9,1.77,128,160,1,Video recorder,2GB,,3600,GSM,120,54,23,,,,,No,No,No,No,Yes,No,FM,
